Employee_ID,Tasks_Assigned,Tasks_Completed,Avg_TAT_Hours,Error_Rate,Quality_Score,Escalations,Rework_Count,Experience_Years,Team,Shift,SLA_Status
EMP_5955,100,84,5.22,6.07,97.71,5,12,6.8,Ads,Day,Breached
EMP_6598,177,110,5.0,13.99,62.1,0,12,5.8,Moderation,Night,Breached
EMP_7407,165,165,3.03,4.76,84.77,2,5,5.5,Ads,Day,Met
EMP_9485,172,172,4.4,2.4,89.14,9,5,6.7,Support,Night,Met
EMP_9788,158,102,6.54,10.63,94.25,4,6,3.9,Moderation,Night,Breached
EMP_6474,161,161,4.27,4.14,76.62,7,1,9.6,Ads,Night,Met
EMP_946,135,103,5.95,3.19,78.88,4,7,9.6,Moderation,Day,Met
EMP_1511,100,100,7.53,2.85,85.04,2,3,2.2,Support,Day,Breached
EMP_2418,156,97,7.72,10.83,86.02,9,0,8.8,QA,Night,Breached
EMP_7983,115,115,3.49,10.34,72.13,5,12,9.3,Support,Day,Breached
EMP_1491,199,102,7.98,7.97,99.25,5,14,8.6,QA,Night,Breached
EMP_1929,96,96,3.31,7.8,79.35,2,5,2.3,Support,Day,Met
EMP_8613,171,73,3.12,9.13,86.72,8,4,7.6,Support,Night,Breached
EMP_5318,198,93,3.45,7.77,91.87,1,8,1.1,QA,Day,Breached
EMP_6741,139,96,2.99,13.19,62.64,9,5,1.3,QA,Night,Breached
EMP_6619,187,187,4.39,0.67,84.77,7,9,3.2,Support,Night,Met
EMP_9181,153,153,7.27,11.07,73.86,4,14,6.0,Ads,Night,Breached
EMP_804,92,77,4.81,0.17,64.81,8,9,5.8,Support,Night,Breached
EMP_4726,103,100,5.12,3.27,88.81,4,7,3.9,Ads,Night,Met
EMP_3839,120,120,6.15,12.98,74.0,4,3,2.1,Support,Night,Met
EMP_1065,83,83,8.29,1.42,81.04,2,14,5.3,QA,Night,Breached
EMP_9198,136,136,4.44,14.28,95.16,3,4,8.2,QA,Night,Breached
EMP_6457,129,129,,,,9,6,10.0,Moderation,Night,Breached
EMP_9497,173,97,6.05,10.57,95.16,0,8,7.2,QA,Day,Breached
EMP_2096,88,88,2.86,1.92,73.47,9,12,4.3,Support,Night,Breached
EMP_5635,95,95,6.06,14.57,93.19,8,10,8.6,Support,Night,Breached
EMP_7596,167,144,7.19,11.44,80.41,1,2,7.3,QA,Day,Breached
EMP_5843,102,102,6.24,14.15,95.03,1,3,9.1,Moderation,Night,Met
EMP_6269,155,91,2.54,4.66,82.41,5,7,6.7,Support,Day,Breached
EMP_5443,148,82,6.91,1.11,60.71,7,14,4.6,Ads,Night,Breached
EMP_3874,143,133,6.7,1.42,73.49,2,4,5.9,Moderation,Day,Met
EMP_6875,133,74,5.84,4.84,94.09,7,4,9.2,Moderation,Day,Breached
EMP_4658,134,134,8.41,12.09,86.87,5,0,0.8,Support,Day,Breached
EMP_3831,160,112,7.19,6.92,72.99,1,11,4.7,Support,Day,Breached
EMP_2408,111,89,2.49,9.31,71.46,3,10,6.2,Support,Day,Breached
EMP_1725,166,166,8.22,3.54,63.64,7,7,6.4,Moderation,Day,Breached
EMP_4652,127,127,8.6,13.14,89.14,4,11,1.9,QA,Night,Breached
EMP_3926,199,136,3.2,1.56,73.67,5,10,2.4,QA,Day,Breached
EMP_5028,181,165,6.69,0.32,61.03,0,0,4.6,Support,Day,Breached
EMP_758,88,88,4.33,10.01,82.77,6,3,2.5,QA,Night,Met
EMP_3964,198,191,3.18,8.98,77.44,9,11,3.7,Ads,Day,Breached
EMP_3096,117,117,6.23,5.22,74.78,6,3,3.6,QA,Night,Met
EMP_3321,117,117,3.31,6.06,68.35,7,8,6.2,Moderation,Day,Breached
EMP_6143,120,106,6.13,12.43,80.2,3,4,9.5,Support,Night,Met
EMP_5715,170,132,4.32,2.94,96.92,0,0,5.0,QA,Night,Met
EMP_8184,121,121,,,,6,13,7.8,Ads,Day,Breached
EMP_3974,189,100,8.92,4.63,83.89,9,9,8.5,Support,Night,Breached
EMP_6658,141,76,4.24,8.25,96.81,0,13,5.4,QA,Night,Breached
EMP_2040,151,74,3.78,1.38,60.62,8,11,8.1,Ads,Day,Breached
EMP_6899,121,121,5.53,1.71,83.26,7,3,9.6,QA,Night,Met
EMP_6782,155,96,4.03,5.98,95.25,1,4,2.7,QA,Night,Breached
EMP_1325,198,162,5.36,4.08,66.93,5,9,6.3,Support,Day,Breached
EMP_2000,93,75,7.57,6.65,63.28,4,13,3.6,Moderation,Night,Breached
EMP_7741,97,97,3.11,4.19,73.91,0,7,2.1,Moderation,Day,Met
EMP_9874,163,100,7.25,0.25,73.24,3,2,0.8,Support,Day,Breached
EMP_8268,97,97,4.43,9.55,89.56,1,5,8.9,Ads,Night,Met
EMP_7537,149,149,7.23,9.29,75.03,5,6,2.0,Support,Night,Breached
EMP_9406,143,143,3.02,6.35,63.81,0,3,9.1,Ads,Night,Breached
EMP_8197,171,170,7.08,1.82,82.04,0,12,5.5,Moderation,Day,Breached
EMP_5647,154,144,5.61,8.73,93.14,7,11,1.7,Ads,Day,Breached
EMP_5022,126,126,2.87,8.12,70.97,8,5,5.6,QA,Day,Breached
EMP_4532,106,79,6.96,0.12,82.96,5,5,5.7,Moderation,Night,Breached
EMP_9373,162,162,6.71,2.56,73.03,2,3,6.9,Ads,Day,Met
EMP_2276,198,182,4.39,0.66,91.98,2,7,4.0,Ads,Night,Met
EMP_5733,118,86,2.44,13.76,98.89,7,4,8.2,Ads,Night,Breached
EMP_141,112,112,3.28,1.47,99.35,2,10,8.8,Moderation,Day,Met
EMP_8268,97,97,4.43,9.55,89.56,1,5,8.9,Ads,Night,Met
EMP_3149,93,93,4.88,10.76,83.41,2,2,9.6,QA,Day,Met
EMP_8686,154,128,4.88,6.05,93.19,0,1,2.5,Moderation,Night,Met
EMP_455,178,76,5.53,12.23,86.68,4,2,1.5,Ads,Day,Breached
EMP_9016,172,76,8.71,14.9,93.85,2,3,8.9,QA,Day,Breached
EMP_8983,163,163,8.44,8.68,72.8,3,2,7.2,Moderation,Night,Breached
EMP_4952,116,116,4.79,9.33,93.93,1,0,6.9,Ads,Day,Met
EMP_4979,88,88,,,,7,2,3.6,Support,Night,Met
EMP_8520,89,89,8.29,10.25,73.42,3,1,6.4,QA,Day,Breached
EMP_3757,134,89,4.21,3.56,75.75,1,6,3.7,Ads,Day,Breached
EMP_181,169,165,5.24,5.89,84.18,0,7,1.2,Ads,Day,Met
EMP_8919,140,82,6.35,8.39,80.14,5,5,7.0,Support,Day,Breached
EMP_3118,147,147,,,,4,4,8.2,Moderation,Night,Met
EMP_5627,180,180,3.53,4.81,93.18,4,7,1.7,Support,Night,Met
EMP_4006,99,99,7.89,0.63,82.46,7,4,9.6,Support,Day,Breached
EMP_8792,175,89,3.62,11.28,64.53,2,14,7.2,Support,Night,Breached
EMP_5770,144,128,2.5,14.12,96.6,0,1,7.6,Support,Day,Met
EMP_9020,130,130,2.5,2.71,88.96,1,10,2.0,Ads,Night,Met
EMP_8905,193,61,8.92,13.84,65.21,3,3,6.1,Moderation,Day,Breached
EMP_9011,114,114,8.36,3.32,93.5,3,2,0.5,Moderation,Day,Breached
EMP_5816,129,97,5.08,1.51,70.75,6,12,2.1,QA,Night,Met
EMP_1240,173,167,5.0,3.95,91.24,8,1,9.8,Support,Day,Met
EMP_5754,85,85,3.33,11.91,72.84,1,2,6.4,QA,Night,Met
EMP_8413,123,123,5.25,12.29,87.45,1,11,4.3,Support,Night,Breached
EMP_5218,112,112,7.59,8.1,69.45,9,5,9.9,Support,Day,Breached
EMP_7625,105,105,5.64,0.79,75.19,0,7,7.0,QA,Day,Met
EMP_5533,167,66,,,,3,4,9.3,Ads,Night,Breached
EMP_7163,188,156,2.97,13.67,96.64,4,1,2.1,Moderation,Day,Met
EMP_7236,111,60,,,,7,11,5.0,QA,Day,Breached
EMP_2543,113,113,3.3,3.43,61.73,1,12,3.7,Moderation,Night,Breached
EMP_3710,105,105,,,,3,6,1.9,Moderation,Night,Met
EMP_8189,118,92,5.48,7.55,73.82,1,2,6.4,Ads,Day,Met
EMP_9720,107,107,6.47,10.3,96.24,2,9,3.9,Ads,Day,Breached
EMP_3490,102,102,6.86,11.27,64.43,5,13,4.6,Ads,Night,Breached
EMP_6176,183,103,6.71,0.18,97.99,0,7,4.9,Support,Night,Breached
EMP_3623,159,159,,,,7,4,3.2,Support,Day,Breached
EMP_5952,192,103,6.21,10.15,89.4,5,8,7.1,Support,Day,Breached
EMP_3268,180,132,5.99,3.02,86.3,0,3,8.5,Moderation,Night,Breached
EMP_7922,121,120,6.46,2.66,80.07,1,5,5.1,QA,Night,Met
EMP_5299,183,91,6.79,6.35,90.72,1,0,9.6,Support,Night,Breached
EMP_5703,85,85,6.38,11.31,90.49,5,2,6.1,QA,Night,Met
EMP_7205,126,105,5.43,5.68,92.5,8,0,2.4,Support,Night,Met
EMP_3048,137,137,4.96,2.95,62.98,7,5,4.3,Ads,Night,Breached
EMP_2089,177,142,,,,6,12,0.8,Ads,Day,Breached
EMP_4955,180,162,7.16,3.49,77.36,9,3,7.0,Moderation,Night,Breached
EMP_7616,132,104,5.07,6.79,80.17,7,3,1.5,Ads,Night,Met
EMP_51,134,124,5.31,2.4,82.32,5,5,5.5,Support,Day,Met
EMP_4675,157,92,8.56,1.77,77.72,7,9,3.6,Moderation,Night,Breached
EMP_6781,138,138,,,,0,9,5.6,Support,Night,Met
EMP_6781,138,138,,,,0,9,5.6,Support,Night,Met
EMP_3005,82,82,4.04,8.38,98.27,9,12,4.4,Support,Night,Breached
EMP_3278,158,158,,,,2,10,7.5,Support,Day,Met
EMP_7204,105,105,7.86,13.69,91.43,1,9,1.2,Ads,Day,Breached
EMP_3580,154,154,3.04,5.71,84.81,6,0,5.5,QA,Day,Met
EMP_7502,108,108,5.12,14.02,79.55,3,5,8.0,Moderation,Night,Breached
EMP_536,149,62,7.87,13.07,94.61,8,0,7.8,Moderation,Day,Breached
EMP_6481,166,166,,,,8,13,8.1,Ads,Day,Breached
EMP_9586,166,136,6.29,14.27,69.39,0,10,5.0,QA,Night,Breached
EMP_1829,188,132,3.06,12.27,98.72,1,10,0.7,Support,Day,Breached
EMP_9486,185,107,2.88,5.0,98.2,5,13,9.3,Support,Day,Breached
EMP_9997,104,104,3.03,0.53,82.82,7,10,9.4,Moderation,Day,Met
EMP_5890,185,67,,,,4,0,0.5,Moderation,Night,Breached
EMP_1740,101,101,3.35,3.58,80.58,3,3,4.5,Support,Day,Met
EMP_4799,92,92,2.16,10.25,98.63,2,4,8.0,Support,Night,Met
EMP_9469,90,90,4.6,3.23,81.76,2,8,1.4,Moderation,Day,Met
EMP_1954,92,70,8.88,2.55,79.29,4,3,7.7,Moderation,Day,Breached
EMP_3258,195,167,8.4,8.72,68.94,1,13,2.1,QA,Day,Breached
EMP_7408,124,124,3.54,8.67,73.28,3,6,4.0,QA,Night,Met
EMP_720,178,128,2.25,12.46,81.65,2,6,2.7,Support,Night,Breached
EMP_8314,153,62,2.56,6.16,90.54,8,8,4.0,Ads,Day,Breached
EMP_7739,115,100,5.56,10.43,99.96,6,3,6.1,Ads,Night,Met
EMP_8925,133,123,7.72,13.15,81.23,0,3,5.4,QA,Night,Breached
EMP_1185,136,136,,,,9,5,2.3,Ads,Day,Met
EMP_1564,108,108,4.53,13.96,61.27,5,5,7.3,Support,Day,Breached
EMP_2943,98,98,5.11,9.26,97.08,2,12,7.1,QA,Night,Breached
EMP_26,117,117,2.28,13.0,90.09,1,9,5.8,Ads,Night,Breached
EMP_8733,150,74,8.8,3.57,87.18,6,0,3.0,Moderation,Day,Breached
EMP_9949,157,142,3.21,7.26,86.09,5,2,6.3,Ads,Day,Met
EMP_6660,143,105,5.29,14.42,96.01,5,8,7.0,Support,Day,Breached
EMP_1902,102,70,4.38,3.77,87.8,5,10,3.3,Moderation,Day,Breached
EMP_5906,138,106,3.51,14.98,80.55,5,3,4.5,QA,Day,Breached
EMP_4490,126,101,5.24,11.24,89.37,1,0,7.5,Moderation,Night,Met
EMP_8521,109,109,2.48,6.78,85.21,3,6,3.9,Support,Day,Met
EMP_8168,93,63,5.06,14.58,97.54,5,14,3.3,Ads,Night,Breached
EMP_2972,136,136,6.77,6.07,99.17,3,5,7.9,Ads,Day,Met
EMP_7442,197,197,4.07,2.68,70.95,4,4,5.1,QA,Night,Met
EMP_2289,146,145,7.02,8.68,67.32,2,11,8.8,Moderation,Night,Breached
EMP_6823,87,87,3.75,10.27,75.94,2,7,2.0,QA,Day,Met
EMP_87,85,85,3.47,3.87,66.21,6,4,4.7,Ads,Day,Breached
EMP_6354,125,100,,,,2,12,4.1,QA,Day,Breached
EMP_6467,111,90,8.1,5.14,68.57,3,0,9.4,Ads,Day,Breached
EMP_7133,182,128,2.77,13.46,72.98,8,6,0.7,Moderation,Night,Breached
EMP_3776,163,163,4.64,3.51,85.06,2,4,7.6,Ads,Night,Met
EMP_5819,164,164,3.68,11.13,63.25,0,12,9.6,QA,Day,Breached
EMP_6090,92,92,2.59,11.34,95.5,3,13,7.8,Moderation,Night,Breached
EMP_7145,80,80,6.96,4.92,82.35,4,11,3.1,Support,Day,Met
EMP_7495,185,80,2.51,9.67,89.96,4,14,6.2,Moderation,Day,Breached
EMP_8758,195,125,3.24,13.66,72.94,1,11,3.2,Support,Day,Breached
EMP_8651,128,128,,,,4,5,6.7,Moderation,Day,Met
EMP_4966,178,176,2.45,6.41,91.51,5,6,8.7,Ads,Day,Met
EMP_9019,144,144,4.91,10.43,84.3,4,3,9.2,Ads,Night,Met
EMP_677,153,153,2.54,5.27,77.21,7,2,2.3,QA,Night,Met
EMP_493,172,172,2.53,1.97,87.06,9,2,5.0,Moderation,Night,Met
EMP_4961,178,168,7.11,0.89,73.45,2,4,9.2,Support,Night,Breached
EMP_1839,96,96,,,,3,7,3.7,Support,Day,Met
EMP_8144,112,112,8.24,3.12,90.88,0,8,6.8,Ads,Night,Breached
EMP_7299,148,84,2.38,2.52,70.23,5,3,8.4,Support,Night,Breached
EMP_8700,133,133,,,,1,10,1.6,QA,Day,Breached
EMP_1674,164,128,3.23,5.69,75.31,2,11,3.2,Moderation,Day,Met
EMP_7615,171,171,,,,4,1,8.5,Support,Night,Breached
EMP_4087,137,137,7.42,8.53,86.64,8,5,1.0,Moderation,Night,Breached
EMP_8803,187,72,7.08,0.1,65.81,9,13,5.7,Ads,Night,Breached
EMP_5799,80,80,,,,2,11,1.2,QA,Night,Breached
EMP_7180,114,114,6.38,9.29,76.82,3,4,5.0,Moderation,Day,Met
EMP_2339,143,143,5.62,9.89,75.81,1,5,7.7,Support,Night,Met
EMP_8686,154,128,4.88,6.05,93.19,0,1,2.5,Moderation,Night,Met
EMP_965,165,108,8.03,14.78,65.91,3,14,2.0,Moderation,Day,Breached
EMP_7827,108,65,5.68,10.13,99.85,0,5,7.8,Ads,Day,Breached
EMP_4592,90,90,5.69,1.82,78.89,7,1,6.5,Moderation,Night,Met
EMP_40,121,121,4.97,0.46,83.71,4,3,3.5,Support,Night,Met
EMP_1739,197,117,5.16,6.42,68.42,4,3,8.6,Moderation,Night,Breached
EMP_8450,104,104,2.21,3.57,70.93,0,2,7.3,Support,Day,Met
EMP_7789,178,128,,,,5,14,5.0,QA,Day,Breached
EMP_4288,188,87,4.5,2.49,70.47,2,5,3.4,Support,Day,Breached
EMP_9275,135,135,4.01,13.51,100.0,4,9,8.7,Ads,Night,Breached
EMP_1495,192,98,6.76,5.8,65.96,8,14,3.5,Ads,Day,Breached
EMP_9545,153,153,5.87,3.9,88.93,3,7,9.7,Support,Day,Met
EMP_5692,142,142,4.87,10.01,90.91,0,4,7.8,Support,Day,Met
EMP_6099,128,128,5.03,14.47,97.86,1,11,6.9,Moderation,Day,Breached
EMP_4159,93,93,7.46,0.49,74.04,8,0,5.3,Moderation,Day,Breached
EMP_8345,135,135,8.21,3.67,63.14,4,1,8.3,Support,Night,Breached
EMP_2922,94,94,2.21,5.08,94.66,7,10,5.6,Ads,Night,Breached
EMP_5207,174,103,6.83,9.63,98.34,2,5,0.9,Moderation,Day,Breached
EMP_240,88,88,7.38,2.41,94.43,3,5,8.4,QA,Day,Breached
EMP_8186,175,66,4.87,14.01,70.13,2,2,3.1,QA,Night,Breached
EMP_1898,89,89,6.59,7.05,65.98,1,14,4.0,Support,Day,Breached
EMP_3632,161,131,3.77,0.15,68.96,7,12,8.6,Support,Night,Breached
EMP_8135,97,93,4.33,8.0,68.15,9,8,8.2,Support,Day,Breached
EMP_7828,133,115,2.82,4.0,74.57,5,3,5.3,Moderation,Night,Met
EMP_7614,126,126,5.96,4.62,63.16,6,12,4.3,Ads,Day,Breached
EMP_138,87,87,4.29,11.47,92.17,7,3,5.4,Ads,Day,Breached
EMP_2663,148,99,7.69,4.55,93.61,2,5,9.6,Moderation,Day,Breached
EMP_4597,171,171,4.71,1.93,74.73,2,12,1.4,QA,Day,Met
EMP_5648,84,64,8.37,13.72,72.01,8,7,7.0,Support,Day,Breached
EMP_8098,149,69,4.28,7.29,80.65,6,5,4.3,QA,Night,Breached
EMP_8840,159,159,4.87,3.02,90.64,7,2,6.4,Moderation,Day,Met
EMP_7126,142,110,7.95,8.69,62.49,2,13,9.1,Support,Night,Breached
EMP_1342,178,69,6.67,5.23,82.37,9,4,8.1,QA,Night,Breached
EMP_3170,93,93,8.93,0.54,88.75,9,5,2.1,Ads,Day,Breached
EMP_2876,97,97,7.22,6.09,61.03,2,9,9.0,Support,Night,Breached
EMP_7185,140,140,6.41,8.82,84.74,2,0,8.4,Support,Night,Met
EMP_5198,117,117,6.85,2.17,95.75,3,0,9.1,QA,Night,Met
EMP_409,165,85,3.78,0.84,78.09,9,2,6.8,Moderation,Night,Breached
EMP_3531,187,96,6.0,7.82,96.56,1,9,1.5,Moderation,Night,Breached
EMP_3893,165,159,7.84,8.28,73.84,1,8,3.3,Moderation,Night,Breached
EMP_3165,104,104,6.63,7.78,98.62,4,5,3.2,Support,Day,Met
EMP_8815,117,117,6.48,5.42,63.57,0,12,0.8,Moderation,Day,Breached
EMP_4665,102,102,2.47,5.24,92.0,8,1,6.2,Support,Night,Met
EMP_3405,117,117,3.46,4.82,88.78,0,0,7.3,Ads,Day,Met
EMP_1415,115,115,6.99,10.65,70.65,5,10,6.0,Moderation,Night,Breached
EMP_3254,182,182,6.97,0.9,98.55,2,3,2.3,Support,Day,Met
EMP_9981,97,70,5.26,13.31,87.71,7,1,8.2,Ads,Day,Breached
EMP_817,191,150,3.68,4.82,90.79,3,13,0.9,Ads,Day,Breached
EMP_1932,103,103,8.49,0.81,99.34,0,0,3.3,Moderation,Night,Breached
EMP_8536,105,89,7.58,12.45,71.34,3,8,1.6,Support,Day,Breached
EMP_2019,91,72,,,,4,11,7.2,Ads,Day,Met
EMP_9180,154,154,8.96,8.41,69.99,6,9,7.8,Support,Day,Breached
EMP_9329,105,99,8.27,1.25,90.01,5,2,9.8,QA,Day,Breached
EMP_8766,103,103,8.29,14.07,80.06,6,1,8.1,QA,Day,Breached
EMP_1166,82,82,4.25,6.67,97.66,7,3,1.1,Support,Day,Met
EMP_8772,157,141,7.45,0.18,99.89,5,3,5.3,Moderation,Day,Breached
EMP_2941,168,88,,,,8,4,9.7,Ads,Day,Breached
EMP_1578,99,99,3.11,11.94,92.42,3,13,7.1,Support,Day,Breached
EMP_3313,191,182,4.02,8.79,87.5,1,0,6.0,Moderation,Night,Met
EMP_1259,83,78,4.11,4.85,94.66,1,4,1.5,QA,Night,Met
EMP_2402,165,165,7.54,6.43,67.72,9,12,3.8,Moderation,Night,Breached
EMP_2530,139,139,,,,1,14,6.8,QA,Night,Met
EMP_3637,98,98,7.16,7.21,61.74,3,2,8.1,QA,Day,Breached
EMP_4979,88,88,,,,7,2,3.6,Support,Night,Met
EMP_8207,98,60,6.12,7.99,80.67,0,12,1.4,Moderation,Day,Breached
EMP_4520,188,150,2.48,9.09,75.66,8,9,1.6,QA,Night,Breached
EMP_3492,175,130,6.38,5.1,84.9,7,8,7.9,QA,Night,Breached
EMP_3263,106,106,6.55,3.56,99.66,7,3,8.5,Moderation,Day,Met
EMP_4968,184,91,4.17,11.17,94.36,5,10,9.9,Ads,Night,Breached
EMP_5523,180,70,,,,0,12,5.2,Moderation,Day,Breached
EMP_461,111,111,2.86,8.66,74.41,8,0,4.5,QA,Day,Met
EMP_5949,191,151,3.98,3.37,87.88,3,12,2.8,Moderation,Day,Met
EMP_3546,83,83,,,,5,5,9.1,Ads,Night,Met
EMP_6652,110,110,5.27,4.28,84.38,7,0,7.0,Moderation,Day,Met
EMP_3405,117,117,3.46,4.82,88.78,0,0,7.3,Ads,Day,Met
EMP_8458,124,124,6.4,8.4,80.53,0,5,1.8,Support,Day,Met
EMP_1006,192,178,3.99,13.73,97.6,4,7,0.8,Moderation,Night,Breached
EMP_3145,146,121,,,,6,3,6.6,Ads,Night,Breached
EMP_7378,109,66,2.15,7.15,65.15,6,10,1.0,QA,Night,Breached
EMP_7605,129,129,6.51,8.45,98.14,6,14,7.0,Ads,Day,Breached
EMP_3148,131,124,5.82,10.65,89.13,5,4,3.1,QA,Day,Met
EMP_1981,141,69,5.69,8.11,93.03,5,6,0.6,Ads,Night,Breached
EMP_7316,102,102,5.45,4.57,93.45,2,11,8.0,Moderation,Day,Met
EMP_7275,87,85,2.57,5.75,93.61,4,6,4.2,Support,Night,Met
EMP_4682,83,83,7.8,5.01,64.66,4,8,8.3,QA,Day,Breached
EMP_8244,159,159,2.14,10.34,87.09,8,12,4.7,Ads,Night,Breached
EMP_218,123,123,5.45,6.41,98.15,7,0,4.3,QA,Night,Met
EMP_5361,154,111,8.28,10.12,62.19,1,10,1.9,Ads,Day,Breached
EMP_5384,188,125,6.05,4.82,70.26,3,5,2.3,Ads,Day,Breached
EMP_3744,103,103,4.62,1.94,99.64,5,6,9.1,Support,Night,Met
EMP_1381,102,102,3.77,0.33,98.22,8,8,7.6,Support,Night,Met
EMP_5582,157,157,4.29,11.08,60.32,5,4,8.3,QA,Night,Breached
EMP_6476,166,107,4.13,3.78,87.34,3,0,9.4,Support,Day,Breached
EMP_6118,132,100,5.48,0.03,89.28,5,5,2.1,Ads,Night,Met
EMP_4560,138,113,2.99,10.56,80.03,6,3,5.6,Support,Night,Met
EMP_9046,158,148,4.84,8.08,97.84,4,4,2.0,Ads,Night,Met
EMP_3130,185,158,4.76,9.06,73.87,4,0,0.6,Moderation,Night,Met
EMP_2183,179,84,4.62,12.98,94.54,6,7,0.6,Support,Night,Breached
EMP_2428,193,186,5.85,2.7,89.18,4,11,6.4,Support,Night,Met
EMP_4364,104,104,7.51,2.71,87.2,1,5,0.6,Support,Day,Breached
EMP_8966,192,61,2.1,10.83,81.6,0,1,2.8,Moderation,Night,Breached
EMP_8720,197,143,4.52,13.98,66.61,2,14,6.5,Ads,Day,Breached
EMP_1808,183,74,4.37,10.43,62.85,3,2,3.2,Support,Day,Breached
EMP_4699,117,117,8.47,11.75,75.21,3,6,6.1,Ads,Day,Breached
EMP_3360,162,162,7.69,6.17,67.25,9,11,3.5,QA,Day,Breached
EMP_5880,153,151,8.33,9.09,76.49,3,0,6.1,Ads,Night,Breached
EMP_9195,96,75,2.04,8.98,69.1,7,4,9.6,QA,Day,Breached
EMP_4291,119,119,6.79,1.89,96.32,1,13,5.9,Ads,Night,Met
EMP_6041,97,97,3.98,0.16,93.85,9,2,9.4,Ads,Day,Met
EMP_198,122,122,8.94,1.92,95.11,9,10,4.4,Ads,Day,Breached
EMP_8036,96,96,8.97,14.59,62.06,5,8,2.3,Support,Night,Breached
EMP_5278,160,113,8.67,7.92,98.74,2,14,8.9,Ads,Day,Breached
EMP_2284,157,78,3.71,10.58,65.51,1,4,3.5,Ads,Night,Breached
EMP_6398,154,154,6.22,11.31,75.47,4,11,7.5,Support,Night,Breached
EMP_7592,118,118,4.44,5.15,86.31,3,0,1.0,Moderation,Day,Met
EMP_3402,87,83,3.58,3.55,73.88,2,1,1.3,Ads,Day,Met
EMP_7544,111,111,2.0,1.68,82.26,2,14,3.7,Support,Night,Met
EMP_3023,87,87,4.6,8.28,60.73,2,8,3.6,Moderation,Night,Breached
EMP_1337,199,89,4.38,9.26,64.05,3,6,3.5,Moderation,Day,Breached
EMP_5854,113,113,6.31,9.14,64.65,6,13,5.3,Moderation,Day,Breached
EMP_9300,89,89,4.11,0.48,85.41,1,9,3.3,QA,Night,Met
EMP_2359,139,139,,,,4,7,8.7,Ads,Night,Met
EMP_2758,156,156,4.06,2.21,63.78,5,13,3.2,Support,Day,Breached
EMP_4533,125,125,3.53,10.79,98.42,8,12,5.6,Moderation,Night,Breached
EMP_4248,108,96,6.84,1.18,82.79,0,14,9.9,Ads,Day,Met
EMP_4645,125,124,3.41,5.12,77.27,8,5,1.9,QA,Night,Met
EMP_3339,89,89,4.88,13.61,82.37,4,7,6.6,Moderation,Night,Breached
EMP_7144,155,82,,,,6,2,1.7,Moderation,Day,Breached
EMP_6803,99,99,3.49,8.62,95.6,2,8,5.5,QA,Night,Met
EMP_7025,155,110,4.1,12.08,95.77,3,9,5.9,QA,Night,Breached
EMP_5052,181,96,4.75,3.89,85.82,8,9,1.0,Ads,Day,Breached
EMP_3034,81,81,5.37,5.02,82.58,1,12,2.0,Support,Day,Met
EMP_7586,167,164,4.74,12.32,91.0,1,7,9.9,Moderation,Day,Breached
EMP_514,194,111,2.83,7.41,71.76,4,10,5.9,Ads,Day,Breached
EMP_108,141,141,,,,3,7,2.3,Ads,Day,Met
EMP_3180,85,85,4.58,11.83,95.72,5,0,5.6,QA,Night,Met
EMP_7762,188,61,5.65,7.87,62.68,3,9,8.9,QA,Night,Breached
EMP_301,165,165,,,,9,2,7.2,Moderation,Night,Breached
EMP_8250,129,86,5.31,7.37,88.88,4,9,4.7,QA,Night,Breached
EMP_5223,129,129,3.3,8.63,97.18,7,11,6.3,QA,Night,Breached
EMP_3780,100,74,2.75,13.49,61.06,0,6,0.9,QA,Night,Breached
EMP_3195,111,111,3.28,1.11,80.32,0,9,1.9,Ads,Day,Met
EMP_8079,109,96,6.76,0.11,98.67,3,14,5.1,Moderation,Night,Met
EMP_2715,122,106,2.58,12.89,94.28,3,1,3.7,Support,Day,Met
EMP_2633,180,143,5.38,1.6,90.74,4,8,8.6,QA,Day,Met
EMP_5946,181,143,2.79,7.83,90.89,0,11,1.6,Moderation,Night,Met
EMP_9131,131,131,3.62,11.87,69.24,0,4,4.4,Ads,Night,Breached
EMP_1119,184,114,2.05,7.88,76.29,7,6,6.5,QA,Day,Breached
EMP_5159,107,107,4.46,10.18,87.49,1,5,9.2,Moderation,Day,Met
EMP_4349,151,151,2.35,8.38,83.35,4,8,9.2,Ads,Night,Breached
EMP_2014,152,152,4.82,1.58,73.95,6,7,1.1,Support,Night,Met
EMP_1862,138,138,6.2,9.91,93.36,2,12,9.4,Ads,Day,Breached
EMP_2014,152,152,4.82,1.58,73.95,6,7,1.1,Support,Night,Met
EMP_8025,129,112,6.27,12.12,86.41,9,11,3.0,QA,Day,Breached
EMP_9019,144,144,4.91,10.43,84.3,4,3,9.2,Ads,Night,Met
EMP_262,118,118,5.75,14.24,70.54,9,2,9.1,QA,Night,Breached
EMP_2215,142,74,3.27,10.71,99.44,2,9,3.4,Moderation,Night,Breached
EMP_2849,104,104,3.26,0.48,81.61,2,8,4.2,Moderation,Night,Met
EMP_9485,172,172,4.4,2.4,89.14,9,5,6.7,Support,Night,Met
EMP_8212,163,147,2.0,1.83,89.05,7,2,1.1,Support,Night,Met
EMP_4754,84,84,3.86,7.45,88.71,2,10,6.3,QA,Night,Met
EMP_4032,82,82,7.36,13.34,76.98,8,7,5.3,Ads,Night,Breached
EMP_5689,108,108,6.95,11.4,72.05,6,5,2.8,Support,Night,Breached
